epoch,train_loss,train_acc,val_acc,topo_loss,lr_quantum,lr_classical,epoch_time_s
39,-0.04649948972192677,1.0,0.9888888888888889,-0.05000000074505806,6.775784314464713e-05,0.00013551568628929425,12.430150270462036
40,-0.04788883165879683,1.0,0.9888888888888889,-0.04956030134450306,5.737168930605268e-05,0.00011474337861210535,12.566570043563843
41,-0.047987776385112244,1.0,0.9888888888888889,-0.049752193757078865,4.774575140626313e-05,9.549150281252626e-05,13.663985967636108
42,-0.04757931252772158,1.0,0.9888888888888889,-0.04960124533284794,3.891801862449626e-05,7.783603724899252e-05,12.716223955154419
43,-0.04789121956987814,1.0,0.9888888888888889,-0.04986040869897062,3.0923329989034086e-05,6.184665997806817e-05,13.572084665298462
44,-0.047102626751769676,1.0,0.9888888888888889,-0.05000000074505806,2.3793236883495147e-05,4.7586473766990294e-05,12.539925575256348
45,-0.047644275494597176,1.0,0.9888888888888889,-0.049613040279258384,1.7555878527937153e-05,3.5111757055874305e-05,13.44239091873169
46,-0.04557708549228581,1.0,0.9888888888888889,-0.0499352677301927,1.2235870926211609e-05,2.4471741852423218e-05,12.654383182525635
47,-0.044629780744964424,1.0,1.0,-0.04990845105864785,7.854209717842254e-06,1.5708419435684507e-05,15.043637752532959
48,-0.04674483903429725,0.9943181818181818,1.0,-0.04967347261580554,4.428187317827817e-06,8.856374635655634e-06,13.74514889717102
49,-0.04778153889558532,1.0,1.0,-0.0496218932623213,1.9713246713805574e-06,3.942649342761115e-06,12.723452091217041
50,-0.048327431082725525,1.0,1.0,-0.04990584369410168,4.933178929321099e-07,9.866357858642198e-07,13.71707010269165
