epoch,train_loss,train_acc,val_acc,topo_loss,lr_quantum,lr_classical,epoch_time_s
33,0.10348112379702237,0.8942307692307693,0.8849557522123894,-0.0481384930988917,0.00014355517710873178,0.00028711035421746355,31.02705478668213
34,0.08134874687171899,0.9206730769230769,0.8539823008849557,-0.04796503455593036,0.0001295615814745711,0.0002591231629491422,32.586551666259766
35,0.10382543518566169,0.875,0.8716814159292036,-0.048657541521466695,0.00011604330125525073,0.00023208660251050145,31.53593611717224
36,0.08154235708598907,0.9014423076923077,0.8893805309734514,-0.049334278473487266,0.00010305368692688169,0.00020610737385376337,32.20365071296692
37,0.062304859766020224,0.9375,0.8672566371681416,-0.047448296673022784,9.064400256282751e-05,0.00018128800512565502,31.39140510559082
38,0.03995803829569083,0.9447115384615384,0.8716814159292036,-0.04769447230948852,7.886322351782778e-05,0.00015772644703565555,31.58650255203247
39,0.08387787554126519,0.9038461538461539,0.8451327433628318,-0.04708980883543308,6.775784314464713e-05,0.00013551568628929425,32.10243487358093
40,0.05653431209234091,0.9447115384615384,0.8938053097345132,-0.0477487169779264,5.737168930605268e-05,0.00011474337861210535,31.542033672332764
41,0.04349943300565848,0.9423076923076923,0.8982300884955752,-0.04789596967972242,4.774575140626313e-05,9.549150281252626e-05,30.787288904190063
42,0.042046019807457924,0.9447115384615384,0.8893805309734514,-0.048043060331390455,3.891801862449626e-05,7.783603724899252e-05,32.0613067150116
43,0.03797537511071333,0.9543269230769231,0.8849557522123894,-0.04741737891275149,3.0923329989034086e-05,6.184665997806817e-05,36.55784058570862
44,0.03126486455305265,0.9543269230769231,0.8849557522123894,-0.04812474405536285,2.3793236883495147e-05,4.7586473766990294e-05,31.549527406692505
45,0.04059447892583334,0.9567307692307693,0.8893805309734514,-0.04717952729417728,1.7555878527937153e-05,3.5111757055874305e-05,31.788094520568848
46,0.05707155282680805,0.9399038461538461,0.8982300884955752,-0.04751241264434961,1.2235870926211609e-05,2.4471741852423218e-05,32.03954243659973
47,0.05028685841422815,0.9471153846153846,0.8938053097345132,-0.04878883694226925,7.854209717842254e-06,1.5708419435684507e-05,31.694753408432007
48,0.02733506541699171,0.96875,0.8938053097345132,-0.048317500175191805,4.428187317827817e-06,8.856374635655634e-06,31.848309755325317
49,0.043532804442712895,0.9350961538461539,0.8938053097345132,-0.048210580045214065,1.9713246713805574e-06,3.942649342761115e-06,31.88932967185974
50,0.04532017085987788,0.9447115384615384,0.8938053097345132,-0.04838193150667044,4.933178929321099e-07,9.866357858642198e-07,31.80969762802124
